item_id,timestamp,target
H, 2017/05/12 17:00:00 ,11030.872
H, 2017/05/12 18:00:00 ,11643.208
H, 2017/05/12 19:00:00 ,11414.139
H, 2017/05/12 20:00:00 ,11605.906
H, 2017/05/12 21:00:00 ,11525.703
H, 2017/05/12 22:00:00 ,11928.373
H, 2017/05/12 23:00:00 ,12309.131
H, 2017/05/13 00:00:00 ,12248.564
H, 2017/05/13 01:00:00 ,12832.234
H, 2017/05/13 02:00:00 ,12712.172
H, 2017/05/13 03:00:00 ,12454.84
H, 2017/05/13 04:00:00 ,12752.145
H, 2017/05/13 05:00:00 ,12799.769
H, 2017/05/13 06:00:00 ,12246.79
H, 2017/05/13 07:00:00 ,11293.832
H, 2017/05/13 08:00:00 ,11538.22
H, 2017/05/13 09:00:00 ,12595.866
H, 2017/05/13 10:00:00 ,12595.536
H, 2017/05/13 11:00:00 ,12729.673
H, 2017/05/13 12:00:00 ,12779.085
H, 2017/05/13 13:00:00 ,13854.297
H, 2017/05/13 14:00:00 ,13736.886
H, 2017/05/13 15:00:00 ,14122.59
H, 2017/05/13 16:00:00 ,14607.74
H, 2017/05/13 17:00:00 ,15323.407
H, 2017/05/13 18:00:00 ,15136.39
H, 2017/05/13 19:00:00 ,15105.409
H, 2017/05/13 20:00:00 ,14879.807
H, 2017/05/13 21:00:00 ,15503.819
H, 2017/05/13 22:00:00 ,15614.93
H, 2017/05/13 23:00:00 ,15949.047
H, 2017/05/14 00:00:00 ,15351.853
H, 2017/05/14 01:00:00 ,15746.061
H, 2017/05/14 02:00:00 ,15662.296
H, 2017/05/14 03:00:00 ,16018.318
H, 2017/05/14 04:00:00 ,14897.189
H, 2017/05/14 05:00:00 ,14173.541
H, 2017/05/14 06:00:00 ,14454.224
H, 2017/05/14 07:00:00 ,13667.88
H, 2017/05/14 08:00:00 ,13238.306
H, 2017/05/14 09:00:00 ,13064.853
H, 2017/05/14 10:00:00 ,12088.442
H, 2017/05/14 11:00:00 ,12544.513
H, 2017/05/14 12:00:00 ,13044.751
H, 2017/05/14 13:00:00 ,14141.166
H, 2017/05/14 14:00:00 ,13385.326
H, 2017/05/14 15:00:00 ,13831.436
H, 2017/05/14 16:00:00 ,14879.268
H, 2017/05/14 17:00:00 ,15075.029
H, 2017/05/14 18:00:00 ,15504.987
H, 2017/05/14 19:00:00 ,15498.32
H, 2017/05/14 20:00:00 ,15057.374
H, 2017/05/14 21:00:00 ,14739.73
H, 2017/05/14 22:00:00 ,15252.908
H, 2017/05/14 23:00:00 ,15123.598
H, 2017/05/15 00:00:00 ,14720.809
H, 2017/05/15 01:00:00 ,13996.07
H, 2017/05/15 02:00:00 ,13293.695
H, 2017/05/15 03:00:00 ,13706.673
H, 2017/05/15 04:00:00 ,13657.741
H, 2017/05/15 05:00:00 ,14653.868
H, 2017/05/15 06:00:00 ,14401.251
H, 2017/05/15 07:00:00 ,14138.247
H, 2017/05/15 08:00:00 ,13902.141
H, 2017/05/15 09:00:00 ,13166.082
H, 2017/05/15 10:00:00 ,12900.6
H, 2017/05/15 11:00:00 ,13090.106
H, 2017/05/15 12:00:00 ,13726.613
H, 2017/05/15 13:00:00 ,14399.594
H, 2017/05/15 14:00:00 ,14214.147
H, 2017/05/15 15:00:00 ,14412.924
H, 2017/05/15 16:00:00 ,14865.899
H, 2017/05/15 17:00:00 ,15238.026
H, 2017/05/15 18:00:00 ,15558.843
H, 2017/05/15 19:00:00 ,15603.498
H, 2017/05/15 20:00:00 ,15554.914
H, 2017/05/15 21:00:00 ,13958.775
H, 2017/05/15 22:00:00 ,13423.928
H, 2017/05/15 23:00:00 ,13838.542
H, 2017/05/16 00:00:00 ,14038.914
H, 2017/05/16 01:00:00 ,14755.783
H, 2017/05/16 02:00:00 ,15327.043
H, 2017/05/16 03:00:00 ,14992.535
H, 2017/05/16 04:00:00 ,15145.922
H, 2017/05/16 05:00:00 ,14916.425
H, 2017/05/16 06:00:00 ,14651.22
H, 2017/05/16 07:00:00 ,13799.669
H, 2017/05/16 08:00:00 ,14132.742
H, 2017/05/16 09:00:00 ,13245.603
H, 2017/05/16 10:00:00 ,12175.811
H, 2017/05/16 11:00:00 ,11939.753
H, 2017/05/16 12:00:00 ,11923.595
H, 2017/05/16 13:00:00 ,12431.884
H, 2017/05/16 14:00:00 ,12970.256
H, 2017/05/16 15:00:00 ,12357.883
H, 2017/05/16 16:00:00 ,13003.303
H, 2017/05/16 17:00:00 ,13762.759
H, 2017/05/16 18:00:00 ,14677.591
H, 2017/05/16 19:00:00 ,13312.426
H, 2017/05/16 20:00:00 ,13141.75
H, 2017/05/16 21:00:00 ,13501.933
H, 2017/05/16 22:00:00 ,13021.083
H, 2017/05/16 23:00:00 ,12537.27
H, 2017/05/17 00:00:00 ,12718.741
H, 2017/05/17 01:00:00 ,12711.201
H, 2017/05/17 02:00:00 ,12844.563
H, 2017/05/17 03:00:00 ,13389.246
H, 2017/05/17 04:00:00 ,12878.932
H, 2017/05/17 05:00:00 ,12760.697
H, 2017/05/17 06:00:00 ,12612.594
H, 2017/05/17 07:00:00 ,11359.484
H, 2017/05/17 08:00:00 ,11404.266
H, 2017/05/17 09:00:00 ,10733.694
H, 2017/05/17 10:00:00 ,10966.212
H, 2017/05/17 11:00:00 ,10876.565
H, 2017/05/17 12:00:00 ,10862.768
H, 2017/05/17 13:00:00 ,10315.263
H, 2017/05/17 14:00:00 ,10553.735
H, 2017/05/17 15:00:00 ,11473.705
H, 2017/05/17 16:00:00 ,11646.022
H, 2017/05/17 17:00:00 ,13749.987
H, 2017/05/17 18:00:00 ,14647.999
H, 2017/05/17 19:00:00 ,14509.688
H, 2017/05/17 20:00:00 ,14175.614
H, 2017/05/17 21:00:00 ,14570.42
H, 2017/05/17 22:00:00 ,14866.781
H, 2017/05/17 23:00:00 ,14862.991
H, 2017/05/18 00:00:00 ,14606.678
H, 2017/05/18 01:00:00 ,14659.054
H, 2017/05/18 02:00:00 ,13889.582
H, 2017/05/18 03:00:00 ,14299.554
H, 2017/05/18 04:00:00 ,14771.888
H, 2017/05/18 05:00:00 ,15178.188
H, 2017/05/18 06:00:00 ,14864.787
H, 2017/05/18 07:00:00 ,14613.668
H, 2017/05/18 08:00:00 ,14076.16
H, 2017/05/18 09:00:00 ,14625.441
H, 2017/05/18 10:00:00 ,14357.347
H, 2017/05/18 11:00:00 ,13488.183
H, 2017/05/18 12:00:00 ,14122.917
H, 2017/05/18 13:00:00 ,14334.408
H, 2017/05/18 14:00:00 ,15088.828
H, 2017/05/18 15:00:00 ,15677.37
H, 2017/05/18 16:00:00 ,16114.288
H, 2017/05/18 17:00:00 ,16795.398
H, 2017/05/18 18:00:00 ,17108.505
H, 2017/05/18 19:00:00 ,16416.683
H, 2017/05/18 20:00:00 ,16143.372
H, 2017/05/18 21:00:00 ,16541.662
H, 2017/05/18 22:00:00 ,16635.999
H, 2017/05/18 23:00:00 ,16633.248
H, 2017/05/19 00:00:00 ,16415.614
H, 2017/05/19 01:00:00 ,16459.068
H, 2017/05/19 02:00:00 ,16451.886
H, 2017/05/19 03:00:00 ,16611.526
H, 2017/05/19 04:00:00 ,16649.034
H, 2017/05/19 05:00:00 ,14998.269
H, 2017/05/19 06:00:00 ,14678.205
H, 2017/05/19 07:00:00 ,14249.09
H, 2017/05/19 08:00:00 ,13433.816
H, 2017/05/19 09:00:00 ,13319.339
H, 2017/05/19 10:00:00 ,15201.23
H, 2017/05/19 11:00:00 ,15145.777
H, 2017/05/19 12:00:00 ,15337.509
H, 2017/05/19 13:00:00 ,15036.593
H, 2017/05/19 14:00:00 ,14406.187
H, 2017/05/19 15:00:00 ,15466.111
H, 2017/05/19 16:00:00 ,16208.088
H, 2017/05/19 17:00:00 ,16637.503
H, 2017/05/19 18:00:00 ,16812.412
H, 2017/05/19 19:00:00 ,16430.295
H, 2017/05/19 20:00:00 ,15911.907
H, 2017/05/19 21:00:00 ,16419.214
H, 2017/05/19 22:00:00 ,16927.746
H, 2017/05/19 23:00:00 ,16758.967
H, 2017/05/20 00:00:00 ,16626.349
H, 2017/05/20 01:00:00 ,16613.433
H, 2017/05/20 02:00:00 ,16746.159
H, 2017/05/20 03:00:00 ,16874.763
H, 2017/05/20 04:00:00 ,16919.751
H, 2017/05/20 05:00:00 ,16452.558
H, 2017/05/20 06:00:00 ,15990.82
H, 2017/05/20 07:00:00 ,14984.604
H, 2017/05/20 08:00:00 ,14087.515
H, 2017/05/20 09:00:00 ,12555.975
H, 2017/05/20 10:00:00 ,11381.9
H, 2017/05/20 11:00:00 ,11008.087
H, 2017/05/20 12:00:00 ,11164.265
H, 2017/05/20 13:00:00 ,11495.028
H, 2017/05/20 14:00:00 ,12211.159
H, 2017/05/20 15:00:00 ,13278.107
H, 2017/05/20 16:00:00 ,13647.664
H, 2017/05/20 17:00:00 ,14703.315
H, 2017/05/20 18:00:00 ,15075.812
H, 2017/05/20 19:00:00 ,15357.13
H, 2017/05/20 20:00:00 ,14636.997
H, 2017/05/20 21:00:00 ,14276.331
H, 2017/05/20 22:00:00 ,14205.384
H, 2017/05/20 23:00:00 ,14689.242
H, 2017/05/21 00:00:00 ,14585.291
H, 2017/05/21 01:00:00 ,14887.367
H, 2017/05/21 02:00:00 ,15066.59
H, 2017/05/21 03:00:00 ,14869.043
H, 2017/05/21 04:00:00 ,15577.129
H, 2017/05/21 05:00:00 ,15315.669
H, 2017/05/21 06:00:00 ,15706.234
H, 2017/05/21 07:00:00 ,15177.14
H, 2017/05/21 08:00:00 ,15607.756
H, 2017/05/21 09:00:00 ,15551.363
H, 2017/05/21 10:00:00 ,15873.047
H, 2017/05/21 11:00:00 ,16305.194
H, 2017/05/21 12:00:00 ,15975.379
H, 2017/05/21 13:00:00 ,16126.713
H, 2017/05/21 14:00:00 ,17226.473
H, 2017/05/21 15:00:00 ,17105.813
H, 2017/05/21 16:00:00 ,17505.889
H, 2017/05/21 17:00:00 ,17644.62
H, 2017/05/21 18:00:00 ,18564.348
H, 2017/05/21 19:00:00 ,18448.191
